485,485
425,464
381,420
367,361
371,276
381,213
447,148
550,159
614,208
624,277
631,362
602,422
577,467
350,362
647,316
347,277
350,207
379,124
464,79
575,88
633,150
663,229
662,294
659,336
647,375
439,271
522,274
390,261
438,240
446,248
521,251
554,243
596,257
497,263
458,329
495,319
528,331
442,385
495,373
550,382
469,402
495,406
523,400
