499, 477
439, 450
403, 410
397, 355
396, 294
404, 278
466, 256
552, 249
599, 262
609, 298
606, 367
590, 424
546, 464
385, 353
377, 322
377, 285
355, 234
389, 166
449, 114
568, 115
636, 175
660, 241
631, 301
626, 332
610, 365
453, 302
554, 309
413, 286
451, 280
476, 286
532, 288
564, 282
583, 294
504, 306
473, 365
500, 378
528, 368
457, 403
499, 398
542, 406
486, 419
501, 420
524, 414
