478.741844769404	470.551181102362
433.724971878515	451.043869516311
408.215410573678	417.281214848144
392.459505061867	357.258717660293
399.962317210349	288.983127109111
429.223284589426	227.460067491564
486.244656917885	198.199100112486
577.778965129359	216.956130483690
611.541619797525	258.221597300337
620.544994375703	315.242969628796
607.790213723285	382.768278965129
573.277277840270	441.290213723285
542.515748031496	466.799775028122
378.954443194601	352.757030371204
372.201912260967	314.492688413948
381.955568053993	279.229471316086
387.207536557930	207.202474690664
423.971316085489	144.178852643419
501.250281214848	106.664791901012
580.780089988751	116.418447694038
643.053430821147	189.946006749156
655.057930258718	248.467941507312
637.801462317210	318.244094488189
632.549493813273	350.506186726659
620.544994375703	382.017997750281
459.234533183352	305.489313835771
559.772215973003	322.745781777278
436.726096737908	276.228346456693
464.486501687289	280.730033745782
489.996062992126	294.985376827897
540.264904386952	300.237345331834
562.023059617548	298.736782902137
589.783464566929	302.488188976378
508.002812148481	324.996625421822
474.990438695163	369.263217097863
499.749718785152	372.264341957255
522.258155230596	376.766029246344
458.484251968504	407.527559055118
492.997187851519	411.278965129359
526.759842519685	418.781777277840
469.738470191226	424.033745781777
487.745219347582	433.037120359955
511.754218222722	431.536557930259
